TSB_nm,lambda_nm,T
4.0,688.0,0.8713140353091251
4.0,690.0000000000001,0.8725290198111867
4.0,692.0000000000001,0.8735033724903214
4.0,694.0,0.8742888001959795
4.0,696.0,0.874927926911283
4.0,698.0,0.8754560559815009
4.0,700.0000000000001,0.8759025463690845
4.0,702.0,0.8762918957372379
4.0,704.0000000000001,0.8766445991282469
4.0,706.0000000000001,0.8769778345870717
4.0,708.0,0.8773060143571021
4.0,710.0,0.8776412309261703
4.0,712.0,0.8779936202652858
4.0,714.0000000000001,0.8783716594310043
4.0,716.0,0.8787824118157315
4.0,718.0,0.8792317303893931
4.0,720.0000000000001,0.8797244270362177
4.0,722.0,0.8802644143748733
4.0,724.0,0.8808548251269769
4.0,726.0000000000001,0.8814981130719745
4.0,728.0000000000001,0.8821961388263178
4.0,730.0,0.8829502430570803
4.0,732.0,0.8837613092434801
4.0,734.0000000000001,0.8846298177083499
4.0,736.0,0.8855558923280721
4.0,738.0000000000001,0.8865393410778659
