% Model,Simultaneous Measurement of Seawater-v0.mph
% Version,COMSOL 6.3.0.290
% Date,"Feb 18 2026, 00:26"
% Table,Umami Table - Umami-Evaluation
% lambda (m),d (nm),lambda0 (µm),Total transmittance (1)
6.000000000000001E-7,115,0.6000000000000001,0.8038106454860786
6.000000000000001E-7,120,0.6000000000000001,0.8291972620590711
6.02E-7,94.99999999999999,0.602,0.6418614601052627
6.02E-7,100,0.602,0.06321116612969085
6.02E-7,104.99999999999999,0.602,0.48932275939428477
6.02E-7,109.99999999999999,0.602,0.7092561994627572
6.02E-7,115,0.602,0.7859588165061009
6.02E-7,120,0.602,0.8197154829577696
6.040000000000001E-7,94.99999999999999,0.6040000000000001,0.7802877287476522
6.040000000000001E-7,100,0.6040000000000001,0.06820546995724565
6.040000000000001E-7,104.99999999999999,0.6040000000000001,0.359628480912851
6.040000000000001E-7,109.99999999999999,0.6040000000000001,0.6602476335648984
6.040000000000001E-7,115,0.6040000000000001,0.7625209503139545
6.040000000000001E-7,120,0.6040000000000001,0.8075480626808402
6.06E-7,94.99999999999999,0.606,0.8498282841875108
6.06E-7,100,0.606,0.29920286353906367
6.06E-7,104.99999999999999,0.606,0.1830334864213386
6.06E-7,109.99999999999999,0.606,0.5881310872480368
6.06E-7,115,0.606,0.7330266748530242
6.06E-7,120,0.606,0.7922969998997447
6.08E-7,94.99999999999999,0.6080000000000001,0.8901613009917704
6.08E-7,100,0.6080000000000001,0.5215135738190366
6.08E-7,104.99999999999999,0.6080000000000001,0.0323971038717652
6.08E-7,109.99999999999999,0.6080000000000001,0.492062615695723
6.08E-7,115,0.6080000000000001,0.6936431945108311
6.08E-7,120,0.6080000000000001,0.7726506085882028
6.100000000000001E-7,94.99999999999999,0.6100000000000001,0.9148194939684099
6.100000000000001E-7,100,0.6100000000000001,0.6744067126691005
6.100000000000001E-7,104.99999999999999,0.6100000000000001,0.014780587253421372
6.100000000000001E-7,109.99999999999999,0.6100000000000001,0.36492883598363024
6.100000000000001E-7,115,0.6100000000000001,0.64177526388005
6.100000000000001E-7,120,0.6100000000000001,0.7477799027411542
6.12E-7,94.99999999999999,0.612,0.9304134723479941
6.12E-7,100,0.612,0.7703476007560326
6.12E-7,104.99999999999999,0.612,0.16261041674101231
6.12E-7,109.99999999999999,0.612,0.21095613788678025
6.12E-7,115,0.612,0.5730890246064406
6.12E-7,120,0.612,0.7160650559207744
6.140000000000001E-7,94.99999999999999,0.6140000000000001,0.940461963985633
6.140000000000001E-7,100,0.6140000000000001,0.8302441375998892
6.140000000000001E-7,104.99999999999999,0.6140000000000001,0.37100771268632216
6.140000000000001E-7,109.99999999999999,0.6140000000000001,0.06446023093477349
6.140000000000001E-7,115,0.6140000000000001,0.48253018089804706
6.140000000000001E-7,120,0.6140000000000001,0.6753906863799607
6.16E-7,94.99999999999999,0.616,0.9469508316980391
6.16E-7,100,0.616,0.8684287262642434
6.16E-7,104.99999999999999,0.616,0.5474556661130338
6.16E-7,109.99999999999999,0.616,1.6597318734482828E-5
6.16E-7,115,0.616,0.3662452508643359
6.16E-7,120,0.616,0.6229531633157857
6.180000000000001E-7,94.99999999999999,0.6180000000000001,0.9510576899105021
6.180000000000001E-7,100,0.6180000000000001,0.8933790802199058
6.180000000000001E-7,104.99999999999999,0.6180000000000001,0.6717511327630825
6.180000000000001E-7,109.99999999999999,0.6180000000000001,0.07298376282063677
6.180000000000001E-7,115,0.6180000000000001,0.2277254730064765
6.180000000000001E-7,120,0.6180000000000001,0.5552270059922325
6.2E-7,94.99999999999999,0.62,0.953511934686721
6.2E-7,100,0.62,0.910013865671052
6.2E-7,104.99999999999999,0.62,0.7545756055150954
6.2E-7,109.99999999999999,0.62,0.2415326784177544
6.2E-7,115,0.62,0.09031778846981453
6.2E-7,120,0.62,0.4683761679881621
6.22E-7,94.99999999999999,0.622,0.9547832698377225
6.22E-7,100,0.622,0.9212405591451425
6.22E-7,104.99999999999999,0.622,0.809518925851518
6.22E-7,109.99999999999999,0.622,0.42049467351697384
6.22E-7,115,0.622,0.0059897126525834225
6.22E-7,120,0.622,0.35993959637538964
6.240000000000001E-7,94.99999999999999,0.6240000000000001,0.9551850293470638
6.240000000000001E-7,100,0.6240000000000001,0.9288306961767149
6.240000000000001E-7,104.99999999999999,0.6240000000000001,0.8464488023037192
6.240000000000001E-7,109.99999999999999,0.6240000000000001,0.5647037880957542
6.240000000000001E-7,115,0.6240000000000001,0.027360828321029054
6.240000000000001E-7,120,0.6240000000000001,0.23334597966166076
6.26E-7,94.99999999999999,0.626,0.9549331266242967
6.26E-7,100,0.626,0.933899738710845
6.26E-7,104.99999999999999,0.626,0.8716902110855652
6.26E-7,109.99999999999999,0.626,0.6687954583252557
6.26E-7,115,0.626,0.14930927634426544
6.26E-7,120,0.626,0.10623503219190043
6.280000000000001E-7,94.99999999999999,0.6280000000000001,0.9541809049878318
6.280000000000001E-7,100,0.6280000000000001,0.9371729850879548
6.280000000000001E-7,104.99999999999999,0.6280000000000001,0.8891935737106348
6.280000000000001E-7,109.99999999999999,0.6280000000000001,0.7412996622609412
6.280000000000001E-7,115,0.6280000000000001,0.31200018824923653
6.280000000000001E-7,120,0.6280000000000001,0.016637672917186073
6.300000000000001E-7,94.99999999999999,0.6300000000000001,0.9530404007444165
6.300000000000001E-7,100,0.6300000000000001,0.9391365678475151
6.300000000000001E-7,104.99999999999999,0.6300000000000001,0.901445441870358
6.300000000000001E-7,109.99999999999999,0.6300000000000001,0.7916257599187594
6.300000000000001E-7,115,0.6300000000000001,0.46270360541155836
6.300000000000001E-7,120,0.6300000000000001,0.008231896288839174
6.32E-7,94.99999999999999,0.632,0.9515956846290535
6.32E-7,100,0.632,0.9401256767369024
6.32E-7,104.99999999999999,0.632,0.9100428378567197
6.32E-7,109.99999999999999,0.632,0.8268658504340168
6.32E-7,115,0.632,0.5816229152722725
6.32E-7,120,0.632,0.09138581496994737
6.34E-7,94.99999999999999,0.634,0.949911444510114
6.34E-7,100,0.634,0.9403776045586932
6.34E-7,104.99999999999999,0.634,0.9160367428814634
6.34E-7,109.99999999999999,0.634,0.8518380596892319
6.34E-7,115,0.634,0.6693215492087505
6.34E-7,120,0.634,0.22963521130953832
6.36E-7,94.99999999999999,0.636,0.9480386317818915
6.36E-7,100,0.636,0.9400645261221316
6.36E-7,104.99999999999999,0.636,0.9201363747013862
6.36E-7,109.99999999999999,0.636,0.8697265774647106
6.36E-7,115,0.636,0.732536372969884
6.36E-7,120,0.636,0.3753254680684613
6.380000000000001E-7,94.99999999999999,0.6380000000000001,0.9460182519288889
6.380000000000001E-7,100,0.6380000000000001,0.9393142755019751
6.380000000000001E-7,104.99999999999999,0.6380000000000001,0.9228321661366764
6.380000000000001E-7,109.99999999999999,0.6380000000000001,0.8826385404049889
6.380000000000001E-7,115,0.6380000000000001,0.778003753395066
6.380000000000001E-7,120,0.6380000000000001,0.5008900937933688
6.4E-7,94.99999999999999,0.64,0.9438839566024096
6.4E-7,100,0.64,0.9382238281145101
6.4E-7,104.99999999999999,0.64,0.9244712290407167
6.4E-7,109.99999999999999,0.64,0.8919869684836617
6.4E-7,115,0.64,0.8109145406494771
6.4E-7,120,0.64,0.5992449657706461
6.420000000000001E-7,94.99999999999999,0.642,0.9416638465864053
6.420000000000001E-7,100,0.642,0.9368682391971654
6.420000000000001E-7,104.99999999999999,0.642,0.9253046644265513
6.420000000000001E-7,109.99999999999999,0.642,0.8987367082437894
6.420000000000001E-7,115,0.642,0.8349487638297143
6.420000000000001E-7,120,0.642,0.6731462616618376
6.440000000000001E-7,94.99999999999999,0.6440000000000001,0.9393817460483507
6.440000000000001E-7,100,0.6440000000000001,0.9353066881338978
6.440000000000001E-7,104.99999999999999,0.6440000000000001,0.9255178716509044
6.440000000000001E-7,109.99999999999999,0.6440000000000001,0.9035596719062792
6.440000000000001E-7,115,0.6440000000000001,0.85264870867967
6.440000000000001E-7,120,0.6440000000000001,0.7278970339428374
6.46E-7,94.99999999999999,0.646,0.937058116922664
6.46E-7,100,0.646,0.9335866408261433
6.46E-7,104.99999999999999,0.646,0.9252503771133039
6.46E-7,109.99999999999999,0.646,0.9069331094245588
6.46E-7,115,0.646,0.8657670863441059
6.46E-7,120,0.646,0.7684301460649884
6.48E-7,94.99999999999999,0.648,0.9347107248313283
6.48E-7,100,0.648,0.9317467649075835
6.48E-7,104.99999999999999,0.648,0.9246090666042788
6.48E-7,109.99999999999999,0.648,0.9092025520989678
6.48E-7,115,0.648,0.8755227956154608
6.48E-7,120,0.648,0.798591765264348
6.5E-7,94.99999999999999,0.65,0.9323551312109181
6.5E-7,100,0.65,0.9298190039995733
6.5E-7,104.99999999999999,0.65,0.9236771817650993
6.5E-7,109.99999999999999,0.65,0.9106227585503813
6.5E-7,115,0.65,0.8827750314700217
6.5E-7,120,0.65,0.8211945049157701
6.520000000000001E-7,94.99999999999999,0.652,0.9300050624296299
6.520000000000001E-7,100,0.652,0.9278300757864245
6.520000000000001E-7,104.99999999999999,0.652,0.9225205441488429
6.520000000000001E-7,109.99999999999999,0.652,0.911384804799967
6.520000000000001E-7,115,0.652,0.8881388791549767
6.520000000000001E-7,120,0.652,0.8382501499503058
6.54E-7,94.99999999999999,0.654,0.9276726908411007
6.54E-7,100,0.654,0.925802569477402
6.54E-7,104.99999999999999,0.654,0.9211919320028157
6.54E-7,109.99999999999999,0.654,0.9116343162140176
6.54E-7,115,0.654,0.8920617677580066
6.54E-7,120,0.654,0.8511930078606066
6.56E-7,94.99999999999999,0.656,0.9253688521658749
6.56E-7,100,0.656,0.9237557609132137
6.56E-7,104.99999999999999,0.656,0.9197342054617814
6.56E-7,109.99999999999999,0.656,0.9114839444173004
6.56E-7,115,0.656,0.8948743427911153
6.56E-7,120,0.656,0.8610516753325318
6.580000000000001E-7,94.99999999999999,0.6580000000000001,0.9231032163463389
6.580000000000001E-7,100,0.6580000000000001,0.9217062261323674
6.580000000000001E-7,104.99999999999999,0.6580000000000001,0.9181825704419175
6.580000000000001E-7,109.99999999999999,0.6580000000000001,0.9110220437193178
6.580000000000001E-7,115,0.6580000000000001,0.8968246832622299
6.580000000000001E-7,120,0.6580000000000001,0.8685714148716736
6.6E-7,94.99999999999999,0.66,0.920884424073274
6.6E-7,100,0.66,0.9196683093664041
6.6E-7,104.99999999999999,0.66,0.9165662411605409
6.6E-7,109.99999999999999,0.66,0.9103187973770009
6.6E-7,115,0.66,0.8981016157941828
6.6E-7,120,0.66,0.8742988774517273
6.620000000000001E-7,94.99999999999999,0.662,0.9187201977380444
6.620000000000001E-7,100,0.662,0.9176544847059512
6.620000000000001E-7,104.99999999999999,0.662,0.9149096770313745
6.620000000000001E-7,109.99999999999999,0.662,0.9094306061992091
6.620000000000001E-7,115,0.662,0.8988508202964224
6.620000000000001E-7,120,0.662,0.8786402866870667
6.64E-7,94.99999999999999,0.664,0.9166174331194785
6.64E-7,100,0.664,0.9156756392639945
6.64E-7,104.99999999999999,0.664,0.9132335144800148
6.64E-7,109.99999999999999,0.664,0.9084032756971979
6.64E-7,115,0.664,0.8991861118073037
6.64E-7,120,0.664,0.8819014772435702
6.660000000000001E-7,94.99999999999999,0.666,0.9145822764111643
6.660000000000001E-7,100,0.666,0.9137412977769642
6.660000000000001E-7,104.99999999999999,0.666,0.9115552774556023
6.660000000000001E-7,109.99999999999999,0.666,0.9072743609582288
6.660000000000001E-7,115,0.666,0.8991974520335607
6.660000000000001E-7,120,0.666,0.8843156437296029
6.68E-7,94.99999999999999,0.668,0.9126201899538636
6.68E-7,100,0.668,0.9118598030754271
6.68E-7,104.99999999999999,0.668,0.909889925589532
6.68E-7,109.99999999999999,0.668,0.9060749132747987
6.68E-7,115,0.668,0.8989567143123524
6.68E-7,120,0.668,0.8860627607934274
6.7E-7,94.99999999999999,0.67,0.9107360091548063
6.7E-7,100,0.67,0.9100384629614227
6.7E-7,104.99999999999999,0.67,0.9082502819615632
6.7E-7,109.99999999999999,0.67,0.9048307965884164
6.7E-7,115,0.67,0.8985218850057739
6.7E-7,120,0.67,0.8872833249122932
6.720000000000001E-7,94.99999999999999,0.672,0.9089339924343552
6.720000000000001E-7,100,0.672,0.9082836712560628
6.720000000000001E-7,104.99999999999999,0.672,0.9066473706691757
6.720000000000001E-7,109.99999999999999,0.672,0.9035636909651324
6.720000000000001E-7,115,0.672,0.8979401628288977
6.720000000000001E-7,120,0.672,0.8880881908533403
6.74E-7,94.99999999999999,0.674,0.9072178655745509
6.74E-7,100,0.674,0.9066010087819627
6.74E-7,104.99999999999999,0.674,0.9050906861466523
6.74E-7,109.99999999999999,0.674,0.9022918658519669
6.74E-7,115,0.674,0.8972502718854294
6.74E-7,120,0.674,0.8885656947451497
6.760000000000001E-7,94.99999999999999,0.676,0.905590861495406
6.760000000000001E-7,100,0.676,0.9049953285948205
6.760000000000001E-7,104.99999999999999,0.676,0.9035884103425073
6.760000000000001E-7,109.99999999999999,0.676,0.9010307821946791
6.760000000000001E-7,115,0.676,0.896484207138005
6.760000000000001E-7,120,0.676,0.8887868714453429
6.78E-7,94.99999999999999,0.678,0.9040557562441465
6.78E-7,100,0.678,0.9034708287197483
6.78E-7,104.99999999999999,0.678,0.9021475896835471
6.78E-7,109.99999999999999,0.678,0.8997935660557801
6.78E-7,115,0.678,0.8956685656218596
6.78E-7,120,0.678,0.8888093187052334
6.800000000000001E-7,94.99999999999999,0.68,0.9026149017850911
6.800000000000001E-7,100,0.68,0.9020311148648409
6.800000000000001E-7,104.99999999999999,0.68,0.9007742807367862
6.800000000000001E-7,109.99999999999999,0.68,0.898591384815407
6.800000000000001E-7,115,0.68,0.8948255720780771
6.800000000000001E-7,120,0.68,0.8886800899486098
6.82E-7,94.99999999999999,0.6819999999999999,0.9012702560522984
6.82E-7,100,0.6819999999999999,0.9006792550064834
6.82E-7,104.99999999999999,0.6819999999999999,0.8994736712799266
6.82E-7,109.99999999999999,0.6819999999999999,0.8974337488338956
6.82E-7,115,0.6819999999999999,0.8939738768865346
6.82E-7,120,0.6819999999999999,0.8884378823008626
6.84E-7,94.99999999999999,0.684,0.9000234106163439
6.84E-7,100,0.684,0.8994178273074497
6.84E-7,104.99999999999999,0.684,0.8982501818773564
6.84E-7,109.99999999999999,0.684,0.896328755569528
6.84E-7,115,0.684,0.8931291826837449
6.84E-7,120,0.684,0.8881147080252478
6.860000000000001E-7,94.99999999999999,0.686,0.8988756162487072
6.860000000000001E-7,100,0.686,0.8982489625062553
6.860000000000001E-7,104.99999999999999,0.686,0.8971075518596532
6.860000000000001E-7,109.99999999999999,0.686,0.895283288884256
6.860000000000001E-7,115,0.686,0.8923047408932292
6.860000000000001E-7,120,0.686,0.8877371835178103
6.88E-7,94.99999999999999,0.6880000000000001,0.89782780660485
6.88E-7,100,0.6880000000000001,0.8971743816683383
6.88E-7,104.99999999999999,0.6880000000000001,0.896048912714067
6.88E-7,109.99999999999999,0.6880000000000001,0.8943031831565428
6.88E-7,115,0.6880000000000001,0.8915117485949556
6.88E-7,120,0.6880000000000001,0.8873275324569404
6.900000000000001E-7,94.99999999999999,0.6900000000000001,0.8968806202110654
6.900000000000001E-7,100,0.6900000000000001,0.8961954300068221
6.900000000000001E-7,104.99999999999999,0.6900000000000001,0.8950768512211207
6.900000000000001E-7,109.99999999999999,0.6900000000000001,0.8933933595267648
6.900000000000001E-7,115,0.6900000000000001,0.8907596683919958
6.900000000000001E-7,120,0.6900000000000001,0.8869043733483778
6.920000000000001E-7,94.99999999999999,0.6920000000000001,0.8960344209042234
6.920000000000001E-7,100,0.6920000000000001,0.8953131073360748
6.920000000000001E-7,104.99999999999999,0.6920000000000001,0.8941934641664447
6.920000000000001E-7,109.99999999999999,0.6920000000000001,0.8925579398977007
6.920000000000001E-7,115,0.6920000000000001,0.8900564882891858
6.920000000000001E-7,120,0.6920000000000001,0.8864833430080465
6.94E-7,94.99999999999999,0.6940000000000001,0.8952893168532509
6.94E-7,100,0.6940000000000001,0.8945280956140398
6.94E-7,104.99999999999999,0.6940000000000001,0.8934004060698036
6.94E-7,109.99999999999999,0.6940000000000001,0.8918003430371383
6.94E-7,115,0.6940000000000001,0.8894089344686725
6.94E-7,120,0.6940000000000001,0.8860775941480569
6.96E-7,94.99999999999999,0.696,0.894645178271768
6.96E-7,100,0.696,0.8938407839451247
6.96E-7,104.99999999999999,0.696,0.8926989310781446
6.96E-7,109.99999999999999,0.696,0.8911233661691309
6.96E-7,115,0.696,0.8888226467930427
6.96E-7,120,0.696,0.8856981955676252
6.98E-7,94.99999999999999,0.6980000000000001,0.8941016539184301
6.98E-7,100,0.6980000000000001,0.8932512913484345
6.98E-7,104.99999999999999,0.6980000000000001,0.8920899299409927
6.98E-7,109.99999999999999,0.6980000000000001,0.8905292547100403
6.98E-7,115,0.6980000000000001,0.8883023245970312
6.98E-7,120,0.6980000000000001,0.885354456408316
7.000000000000001E-7,94.99999999999999,0.7000000000000001,0.8936581864725899
7.000000000000001E-7,100,0.7000000000000001,0.8927594875485668
7.000000000000001E-7,104.99999999999999,0.7000000000000001,0.8915739628100583
7.000000000000001E-7,109.99999999999999,0.7000000000000001,0.8900197622479052
7.000000000000001E-7,115,0.7000000000000001,0.88785184862125
7.000000000000001E-7,120,0.7000000000000001,0.8850541907606823
7.02E-7,94.99999999999999,0.702,0.8933140268613329
7.02E-7,100,0.702,0.8923650120025383
7.02E-7,104.99999999999999,0.702,0.8911512884665399
7.02E-7,109.99999999999999,0.702,0.8895962024367599
7.02E-7,115,0.702,0.8874743836567952
7.02E-7,120,0.702,0.8848039350746106
7.040000000000001E-7,94.99999999999999,0.7040000000000001,0.8930682476125249
7.040000000000001E-7,100,0.7040000000000001,0.892067291347867
7.040000000000001E-7,104.99999999999999,0.7040000000000001,0.8908218904720477
7.040000000000001E-7,109.99999999999999,0.7040000000000001,0.8892594941415496
7.040000000000001E-7,115,0.7040000000000001,0.8871724654855764
7.040000000000001E-7,120,0.7040000000000001,0.884609127967143
7.060000000000001E-7,94.99999999999999,0.7060000000000001,0.8929197552982572
7.060000000000001E-7,100,0.7060000000000001,0.8918655554284549
7.060000000000001E-7,104.99999999999999,0.7060000000000001,0.8905855006526008
7.060000000000001E-7,109.99999999999999,0.7060000000000001,0.8890102009152101
7.060000000000001E-7,115,0.7060000000000001,0.8869480749539475
7.060000000000001E-7,120,0.7060000000000001,0.884474259866992
7.08E-7,94.99999999999999,0.7080000000000001,0.8928673021336898
7.08E-7,100,0.7080000000000001,0.8917588520380756
7.08E-7,104.99999999999999,0.7080000000000001,0.8904416202584429
7.08E-7,109.99999999999999,0.7080000000000001,0.8888485656835314
7.08E-7,115,0.7080000000000001,0.8868027014355917
7.08E-7,120,0.7080000000000001,0.8844029983086144
7.1E-7,94.99999999999999,0.71,0.8929094967884205
7.1E-7,100,0.71,0.8917460605008809
7.1E-7,104.99999999999999,0.71,0.890389539086777
7.1E-7,109.99999999999999,0.71,0.8887745413550517
7.1E-7,115,0.71,0.8867373974917564
7.1E-7,120,0.71,0.8843982934429853
7.12E-7,94.99999999999999,0.7120000000000001,0.893044814467975
7.12E-7,100,0.7120000000000001,0.891825904197961
7.12E-7,104.99999999999999,0.7120000000000001,0.8904283528120511
7.12E-7,109.99999999999999,0.7120000000000001,0.8887878179471342
7.12E-7,115,0.7120000000000001,0.8867528261858713
7.12E-7,120,0.7120000000000001,0.8844624673800118
7.140000000000001E-7,94.99999999999999,0.7140000000000001,0.8932716063170637
7.140000000000001E-7,100,0.7140000000000001,0.8919969621360655
7.140000000000001E-7,104.99999999999999,0.7140000000000001,0.8905569787317217
7.140000000000001E-7,109.99999999999999,0.7140000000000001,0.8888878467174013
7.140000000000001E-7,115,0.7140000000000001,0.8868493022346503
7.140000000000001E-7,120,0.7140000000000001,0.8845972902397733
7.16E-7,94.99999999999999,0.716,0.8935881081964451
7.16E-7,100,0.716,0.8922576796447597
7.16E-7,104.99999999999999,0.716,0.8907741701079526
7.16E-7,109.99999999999999,0.716,0.8890738617091127
7.16E-7,115,0.716,0.8870268279596849
7.16E-7,120,0.716,0.8848040452168232
7.18E-7,94.99999999999999,0.7180000000000001,0.8939924488802081
7.18E-7,100,0.7180000000000001,0.8926063782814041
7.18E-7,104.99999999999999,0.7180000000000001,0.8910785292602749
7.18E-7,109.99999999999999,0.7180000000000001,0.8893448990539822
7.18E-7,115,0.7180000000000001,0.8872851248308896
7.18E-7,120,0.7180000000000001,0.8850835845143168
7.200000000000001E-7,94.99999999999999,0.7200000000000001,0.8944826577204628
7.200000000000001E-7,100,0.7200000000000001,0.8930412650159756
7.200000000000001E-7,104.99999999999999,0.7200000000000001,0.8914685195457064
7.200000000000001E-7,109.99999999999999,0.7200000000000001,0.8896998143229677
7.200000000000001E-7,115,0.7200000000000001,0.8876236612567887
7.200000000000001E-7,120,0.7200000000000001,0.8854363776526443
7.22E-7,94.99999999999999,0.7220000000000001,0.8950566718216406
7.22E-7,100,0.7220000000000001,0.8935604407604274
7.22E-7,104.99999999999999,0.7220000000000001,0.8919424763458458
7.22E-7,109.99999999999999,0.7220000000000001,0.8901372981709401
7.22E-7,115,0.7220000000000001,0.8880416771630261
7.22E-7,120,0.7220000000000001,0.8858625533773478
7.24E-7,94.99999999999999,0.724,0.8957123427667558
7.24E-7,100,0.724,0.8941619083041086
7.24E-7,104.99999999999999,0.724,0.8924986171674277
7.24E-7,109.99999999999999,0.724,0.8906558904880725
7.24E-7,115,0.724,0.888538205813443
7.24E-7,120,0.724,0.8863619361714272
7.260000000000001E-7,94.99999999999999,0.7260000000000001,0.8964474429341811
7.260000000000001E-7,100,0.7260000000000001,0.894843579710322
7.260000000000001E-7,104.99999999999999,0.7260000000000001,0.8931350509479098
7.260000000000001E-7,109.99999999999999,0.7260000000000001,0.8912539932383903
7.260000000000001E-7,115,0.7260000000000001,0.8891120932549589
7.260000000000001E-7,120,0.7260000000000001,0.8869340781986305
7.280000000000001E-7,94.99999999999999,0.7280000000000001,0.8972596714413938
7.280000000000001E-7,100,0.7280000000000001,0.8956032832250707
7.280000000000001E-7,104.99999999999999,0.7280000000000001,0.8938497866534567
7.280000000000001E-7,109.99999999999999,0.7280000000000001,0.8919298821441005
7.280000000000001E-7,115,0.7280000000000001,0.8897620157065737
7.280000000000001E-7,120,0.7280000000000001,0.8875782873632218
7.3E-7,94.99999999999999,0.73,0.8981466597527114
7.3E-7,100,0.73,0.8964387697459966
7.3E-7,104.99999999999999,0.73,0.8946407412408667
7.3E-7,109.99999999999999,0.73,0.8926817173517345
7.3E-7,115,0.73,0.8904864951673368
7.3E-7,120,0.73,0.8882936520554514
7.32E-7,94.99999999999999,0.7320000000000001,0.8991059769812806
7.32E-7,100,0.7320000000000001,0.8973477188942213
7.32E-7,104.99999999999999,0.7320000000000001,0.8955057470541371
7.32E-7,109.99999999999999,0.7320000000000001,0.8935075532004546
7.32E-7,115,0.7320000000000001,0.8912839134738889
7.32E-7,120,0.7320000000000001,0.8890790630599923
7.340000000000001E-7,94.99999999999999,0.7340000000000001,0.9001351349176681
7.340000000000001E-7,100,0.7340000000000001,0.8983277447310635
7.340000000000001E-7,104.99999999999999,0.7340000000000001,0.8964425587140252
7.340000000000001E-7,109.99999999999999,0.7340000000000001,0.8944053471969022
7.340000000000001E-7,115,0.7340000000000001,0.8921525250088469
7.340000000000001E-7,120,0.7340000000000001,0.8899332330272941
7.36E-7,94.99999999999999,0.736,0.9012315928139115
7.36E-7,100,0.736,0.8993764011552933
7.36E-7,104.99999999999999,0.736,0.8974488595562767
7.36E-7,109.99999999999999,0.736,0.8953729682897069
7.36E-7,115,0.736,0.8930904682311828
7.36E-7,120,0.736,0.8908547138465827
7.380000000000001E-7,94.99999999999999,0.7380000000000001,0.9023927619502178
7.380000000000001E-7,100,0.7380000000000001,0.9004911870166711
7.380000000000001E-7,104.99999999999999,0.7380000000000001,0.8985222676714132
7.380000000000001E-7,109.99999999999999,0.7380000000000001,0.8964082045247594
7.380000000000001E-7,115,0.7380000000000001,0.8940957761765964
7.380000000000001E-7,120,0.7380000000000001,0.8918419122062529
7.400000000000001E-7,94.99999999999999,0.7400000000000001,0.9036160100076497
7.400000000000001E-7,100,0.7400000000000001,0.9016695509767129
7.400000000000001E-7,104.99999999999999,0.7400000000000001,0.8996603415824849
7.400000000000001E-7,109.99999999999999,0.7400000000000001,0.8975087701541926
7.400000000000001E-7,115,0.7400000000000001,0.895166386056858
7.400000000000001E-7,120,0.7400000000000001,0.892893103586752
7.420000000000001E-7,94.99999999999999,0.7420000000000001,0.9048986652728602
7.420000000000001E-7,100,0.7420000000000001,0.9029088961461311
7.420000000000001E-7,104.99999999999999,0.7420000000000001,0.9008605856153505
7.420000000000001E-7,109.99999999999999,0.7420000000000001,0.8986723122633108
7.420000000000001E-7,115,0.7420000000000001,0.8963001480704295
7.420000000000001E-7,120,0.7420000000000001,0.8940064448932529
7.44E-7,94.99999999999999,0.744,0.9062380206936672
7.44E-7,100,0.744,0.9042065845257944
7.44E-7,104.99999999999999,0.744,0.9021204549831826
7.44E-7,109.99999999999999,0.744,0.8998964169722246
7.44E-7,115,0.744,0.8974948335221526
7.44E-7,120,0.744,0.8951799859083354
7.46E-7,94.99999999999999,0.746,0.9076313378062043
7.46E-7,100,0.746,0.9055599412751503
7.46E-7,104.99999999999999,0.746,0.9034373606295341
7.46E-7,109.99999999999999,0.746,0.9011786152639677
7.46E-7,115,0.746,0.8987481423370646
7.46E-7,120,0.746,0.8964116797174569
7.480000000000001E-7,94.99999999999999,0.7480000000000001,0.9090758505517388
7.480000000000001E-7,100,0.7480000000000001,0.9069662588308701
7.480000000000001E-7,104.99999999999999,0.7480000000000001,0.9048086738569169
7.480000000000001E-7,109.99999999999999,0.7480000000000001,0.9025163884838108
7.480000000000001E-7,115,0.7480000000000001,0.900057710044625
7.480000000000001E-7,120,0.7480000000000001,0.8976993922410812
7.5E-7,94.99999999999999,0.75,0.9105687689984747
7.5E-7,100,0.75,0.9084228008954395
7.5E-7,104.99999999999999,0.75,0.9062317307653613
7.5E-7,109.99999999999999,0.75,0.9039071735508005
7.5E-7,115,0.75,0.9014211142977478
7.5E-7,120,0.75,0.8990409109879068
